LINHA_EXCEL;CENTRO;SKU;DESCRIÇÃO;DEPÓSITO;QTD_REGISTRO;VALOR_REGISTRO
3651;C733;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;1437,1;11635,01
3652;C733;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;16192,35
3653;C733;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;16192,35
3654;C733;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;16192,35
3655;C733;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;16192,35
3656;C903;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;13313,46
3657;C904;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;1413,0;11251,91
3658;C904;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;LVUT;87,0;692,79
3659;C906;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;LVUT;1372,0;7382,81
3660;C907;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;LVUT;1994,0;15711,66
3661;C907;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;LVUT;100,0;787,95
3662;C910;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;LVUT;2000,0;16284,68
3663;C913;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;10431,32
3664;C913;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;10431,32
3665;C913;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;10431,32
3666;C913;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;10431,32
3667;C913;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;10431,32
3668;C913;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;10431,32
3669;C925;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;LVUT;2000,0;16414,46
3670;F121;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;20,0
3671;F121;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;20,0
3672;F121;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;20,0
3673;F121;0452-1373-0;CABO DROP ALTA CAPACID. 144 FIBRAS S/MPO;EXEC;2000,0;20,0
3674;C904;0452-1376-0;KIT FIBRA DISCRETA 08FO (100m);EXEC;1,0;433,67
3675;C903;0452-1377-0;KIT FIBRA DISCRETA 08FO (40m);LVUT;3,0;763,58
3676;C910;0452-1377-0;KIT FIBRA DISCRETA 08FO (40m);LVUT;1,0;253,0
3677;C913;0452-1381-0;KIT FIBRA DISCRETA 12FO (60m);LVUT;1,0;395,05
3678;C913;0452-1382-0;KIT FIBRA DISCRETA 16FO (100m);LVUT;1,0;697,09
3679;C903;0452-1383-0;KIT FIBRA DISCRETA 16FO (40m);LVUT;2,0;840,82
3680;C913;0452-1383-0;KIT FIBRA DISCRETA 16FO (40m);LVUT;1,0;420,41
3681;C910;0452-1384-0;KIT FIBRA DISCRETA 16FO (60m);LVUT;2,0;1006,47
3682;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;1000,0;4057,6
3683;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;4000,0;16230,41
3684;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;4000,0;16230,41
3685;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;4000,0;16230,41
3686;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;4000,0;16230,41
3687;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;4000,0;16230,41
3688;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;4000,0;16230,41
3689;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;4000,0;16230,41
3690;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;4000,0;16230,41
3691;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;4000,0;16230,41
3692;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;4000,0;16230,41
3693;C904;0452-1386-0;CABO OPT CFOA SM DE TS 24 FO NR;LVUT;4000,0;16230,41
3694;C121;0452-1388-0;CABO OPT TER CFOT BLI ENTERRADO 12 FO TS;LVUT;5000,0;31698,15
3695;C904;0452-1388-0;CABO OPT TER CFOT BLI ENTERRADO 12 FO TS;LVUT;10500,0;66566,11
3696;C910;0452-1388-0;CABO OPT TER CFOT BLI ENTERRADO 12 FO TS;LVUT;800,0;5071,7
3697;C913;0452-1388-0;CABO OPT TER CFOT BLI ENTERRADO 12 FO TS;LVUT;1400,0;8875,48
3698;C924;0452-1388-0;CABO OPT TER CFOT BLI ENTERRADO 12 FO TS;LVUT;550,0;3486,79
3699;C110;0456-0018-0;CONJ ANCORAGEM CABO FO VÃO 80M ATÉ 36FO;LVUT;47,0;325,03
3700;C072;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;EXEC;131,0;475,52
3701;C072;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;1276,0;4631,79
3702;C074;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;AMED;167,0;622,39
3703;C110;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;AMED;20,0;75,29
3704;C112;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;AMED;12,0;45,09
3705;C112;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;40,0;150,32
3706;C115;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;AMED;48,0;179,88
3707;C121;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;EXEC;56,0;219,03
3708;C121;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;12,0;46,94
3709;C558;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;19,0;70,79
3710;C733;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;EXEC;4531,0;17623,39
3711;C903;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;195,0;726,52
3712;C904;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;EXEC;740,0;2748,47
3713;C904;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;149,0;553,41
3714;C907;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;EXEC;219,0;848,55
3715;C907;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;61,0;236,36
3716;C908;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;EXEC;10,0;37,51
3717;C908;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;69,0;258,79
3718;C909;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;60,0;224,19
3719;C910;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;EXEC;43,0;148,86
3720;C910;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;42,0;145,4
3721;C913;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;AMED;26,0;93,11
3722;C913;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;EXEC;108,0;386,78
3723;C913;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;14,0;50,14
3724;C924;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;2112,0;7869,06
3725;C925;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;EXEC;553,0;2069,95
3726;C925;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;LVUT;151,0;565,21
3727;F260;0456-0157-7;SUP ANCORAGEM CABO OPT AS E CORD DIELETR;EXEC;930,0;9,3
3728;C112;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;AMED;42,0;190,36
3729;C115;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;AMED;60,0;267,14
3730;C115;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;36,0;160,28
3731;C260;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;28,0;137,58
3732;C438;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;37,0;154,83
3733;C440;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;40,0;224,46
3734;C733;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;EXEC;218,0;864,68
3735;C903;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;EXEC;40,0;242,11
3736;C904;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;85,0;391,65
3737;C906;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;AMED;69,0;401,6
3738;C906;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;22,0;128,04
3739;C907;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;EXEC;200,0;1029,4
3740;C907;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;92,0;473,52
3741;C908;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;EXEC;59,0;340,65
3742;C908;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;6,0;34,64
3743;C909;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;EXEC;16,0;80,72
3744;C910;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;EXEC;3,0;15,21
3745;C910;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;57,0;288,95
3746;C912;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;EXEC;4,0;21,86
3747;C913;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;AMED;30,0;161,0
3748;C913;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;EXEC;190,0;1019,68
3749;C913;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;191,0;1025,05
3750;C924;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;8,0;39,61
3751;C925;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;EXEC;43,0;221,48
3752;C925;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;6,0;30,9
3753;F723;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;17,0;0,17
3754;F733;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;EXEC;108,0;1,08
3755;F907;0456-0158-8;SUP PASSAGEM CABO OPT AS E CORD DIELETR;LVUT;10,0;0,1
3756;F440;0456-0159-9;LAÇO PREF P/CFOA-SM-AS-80 DE 06 A 12 FO;LVUT;38,0;0,38
3757;C072;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;79,0;109,26
3758;C074;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;24,0;32,42
3759;C110;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;70,0;105,48
3760;C112;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;24,0;32,66
3761;C115;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;236,0;325,64
3762;C260;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;EXEC;240,0;376,5
3763;C334;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;309,0;468,8
3764;C438;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;64,0;86,45
3765;C558;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;82,0;124,15
3766;C733;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;EXEC;177,0;239,95
3767;C903;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;EXEC;82,0;110,77
3768;C904;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;EXEC;12,0;16,71
3769;C904;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;687,0;956,52
3770;C906;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;104,0;141,07
3771;C907;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;EXEC;70,0;95,04
3772;C907;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;699,0;949,01
3773;C909;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;123,0;166,15
3774;C910;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;EXEC;13,0;17,56
3775;C913;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;EXEC;60,0;81,46
3776;C913;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;130,0;176,51
3777;F072;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;19,0;0,19
3778;F438;0456-0160-0;LAÇO PREF P/CFOA-SM-AS-80 DE 18 A 36 FO;LVUT;19,0;0,19
3779;C072;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;LVUT;24,0;43,55
3780;C110;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;LVUT;24,0;52,68
3781;C112;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;LVUT;9,0;15,65
3782;C121;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;EXEC;186,0;324,25
3783;C260;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;EXEC;435,0;757,36
3784;C334;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;LVUT;222,0;384,38
3785;C438;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;LVUT;17,0;29,55
3786;C440;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;LVUT;30,0;52,16
3787;C558;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;LVUT;4,0;6,97
3788;C733;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;EXEC;61,0;106,15
3789;C904;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;EXEC;156,0;334,34
3790;C906;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;LVUT;85,0;160,71
3791;C907;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;EXEC;20,0;34,81
3792;C907;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;LVUT;260,0;452,53
3793;C910;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;EXEC;16,0;27,82
3794;C913;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;EXEC;20,0;34,77
3795;C913;0456-0161-1;LAÇO PREF P/CFOA-SM-AS-80 DE 48 A 72 FO;LVUT;160,0;278,16
3796;C072;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;LVUT;109,0;189,25
3797;C074;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;LVUT;3,0;5,17
3798;C115;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;LVUT;22,0;66,83
3799;C121;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;EXEC;28,0;48,11
3800;C260;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;EXEC;178,0;310,78
3801;C260;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;LVUT;85,0;148,41
3802;C334;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;LVUT;146,0;255,31
3803;C440;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;LVUT;12,0;21,71
3804;C558;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;LVUT;61,0;109,17
3805;C733;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;EXEC;30,0;50,18
3806;C907;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;LVUT;56,0;93,68
3807;C910;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;LVUT;4,0;6,69
3808;C913;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;EXEC;5,0;8,52
3809;C913;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;LVUT;105,0;178,86
3810;C924;0456-0162-2;LAÇO PREF P/CFOA-SM-AS-80 DE 144 FO;LVUT;2,0;3,46
3811;C072;0456-0164-4;LAÇO PREF P/CFOA-SM-AS-200 DE 18 A 36 FO;LVUT;15,0;34,37
3812;C115;0456-0164-4;LAÇO PREF P/CFOA-SM-AS-200 DE 18 A 36 FO;AMED;192,0;360,41
3813;C121;0456-0164-4;LAÇO PREF P/CFOA-SM-AS-200 DE 18 A 36 FO;EXEC;90,0;168,94
3814;C438;0456-0167-7;SUPORTE ENCAIXE 02 ROLDANA DM ANCORAGEM;LVUT;170,0;556,93
3815;C440;0456-0167-7;SUPORTE ENCAIXE 02 ROLDANA DM ANCORAGEM;LVUT;278,0;907,22
3816;C903;0456-0167-7;SUPORTE ENCAIXE 02 ROLDANA DM ANCORAGEM;LVUT;34,0;107,15
3817;C904;0456-0167-7;SUPORTE ENCAIXE 02 ROLDANA DM ANCORAGEM;LVUT;74,0;259,52
3818;C906;0456-0167-7;SUPORTE ENCAIXE 02 ROLDANA DM ANCORAGEM;AMED;249,0;781,38
3819;C072;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;3,0;351,58
3820;C072;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;3,0;351,58
3821;C110;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;4,0;410,54
3822;C112;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;AMED;5,0;518,65
3823;C112;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;9,0;933,57
3824;C115;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;AMED;8,0;1178,35
3825;C115;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;11,0;1620,24
3826;C121;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;51,0;5873,9
3827;C121;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;4,0;460,7
3828;C260;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;3,0;375,93
3829;C260;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;19,0;2380,86
3830;C334;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;6,0;726,35
3831;C558;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;36,0;4483,55
3832;C599;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;AMED;32,0;3720,74
3833;C599;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;122,0;14185,32
3834;C599;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;134,0;15580,6
3835;C723;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;AMED;4,0;455,53
3836;C723;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;34,0;3871,98
3837;C904;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;152,0;18321,05
3838;C906;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;AMED;30,0;3660,97
3839;C907;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;205,0;24001,57
3840;C907;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;142,0;16625,47
3841;C908;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;16,0;1773,8
3842;C908;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;34,0;3769,32
3843;C909;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;9,0;1048,57
3844;C910;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;6,0;703,11
3845;C910;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;67,0;7851,35
3846;C911;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;3,0;318,02
3847;C912;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;3,0;361,01
3848;C912;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;1,0;120,34
3849;C913;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;AMED;4,0;478,8
3850;C913;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;58,0;6942,58
3851;C913;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;16,0;1915,19
3852;C924;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;15,0;1828,57
3853;C925;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;15,0;1809,69
3854;C925;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;10,0;1206,46
3855;F074;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;AMED;6,0;0,06
3856;F723;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;8,0;0,08
3857;F903;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;43,0;0,43
3858;F904;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;EXEC;217,0;2,17
3859;F905;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;AMED;2,0;0,02
3860;F906;0456-0169-9;CONJ EMENDA OPT MEC AER SUBT - 48F 4ENT;LVUT;13,0;0,13
3861;C074;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;1,0;665,06
3862;C121;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;EXEC;19,0;11366,43
3863;C121;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;25,0;14955,84
3864;C260;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;6,0;3469,2
3865;C334;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;EXEC;1,0;651,71
3866;C334;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;3,0;1955,14
3867;C558;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;2,0;1160,05
3868;C599;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;8,0;4644,44
3869;C733;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;EXEC;141,0;93348,72
3870;C904;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;EXEC;27,0;17250,26
3871;C904;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;3,0;1916,7
3872;C906;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;2,0;1154,14
3873;C907;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;EXEC;10,0;5786,14
3874;C908;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;1,0;668,69
3875;C909;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;1,0;668,69
3876;C913;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;EXEC;4,0;2309,07
3877;C924;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;4,0;2639,26
3878;C925;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;EXEC;2,0;1302,43
3879;C925;0456-0170-0;MINI-CEO TERMOC 16ENT AEREO E SUBT 144FO;LVUT;3,0;1953,64
3880;C115;0456-0171-1;MINI-CEO TERMOC 16ENT AEREO E SUBT 72FO;LVUT;1,0;353,1
3881;C260;0456-0171-1;MINI-CEO TERMOC 16ENT AEREO E SUBT 72FO;EXEC;2,0;1060,41
3882;C260;0456-0171-1;MINI-CEO TERMOC 16ENT AEREO E SUBT 72FO;LVUT;1,0;530,21
3883;C334;0456-0171-1;MINI-CEO TERMOC 16ENT AEREO E SUBT 72FO;LVUT;1,0;530,21
3884;C558;0456-0171-1;MINI-CEO TERMOC 16ENT AEREO E SUBT 72FO;LVUT;8,0;4211,02
3885;C925;0456-0171-1;MINI-CEO TERMOC 16ENT AEREO E SUBT 72FO;LVUT;1,0;525,65
3886;F904;0456-0171-1;MINI-CEO TERMOC 16ENT AEREO E SUBT 72FO;EXEC;20,0;0,2
3887;F904;0456-0171-1;MINI-CEO TERMOC 16ENT AEREO E SUBT 72FO;LVUT;7,0;0,07
3888;F907;0456-0171-1;MINI-CEO TERMOC 16ENT AEREO E SUBT 72FO;LVUT;7,0;0,0
3889;C074;0456-0172-2;CONJ EMENDA OPT MEC AER SUBT - 72F 4ENT;LVUT;1,0;117,68
3890;C112;0456-0172-2;CONJ EMENDA OPT MEC AER SUBT - 72F 4ENT;LVUT;1,0;196,2
